region,date,value
Niagara Regional Area Health Unit,2020-04-19,2
Niagara Regional Area Health Unit,2020-04-20,18
Niagara Regional Area Health Unit,2020-04-21,1
Niagara Regional Area Health Unit,2020-04-22,20
Niagara Regional Area Health Unit,2020-04-23,7
Niagara Regional Area Health Unit,2020-04-24,15
Niagara Regional Area Health Unit,2020-04-25,14
Niagara Regional Area Health Unit,2020-04-26,10
Niagara Regional Area Health Unit,2020-04-27,10
Niagara Regional Area Health Unit,2020-04-28,11
Niagara Regional Area Health Unit,2020-04-29,6
Niagara Regional Area Health Unit,2020-04-30,5
Niagara Regional Area Health Unit,2020-05-01,11
Niagara Regional Area Health Unit,2020-05-02,14
Niagara Regional Area Health Unit,2020-05-03,10
Wellington-Dufferin-Guelph Health Unit,2020-02-29,0
Wellington-Dufferin-Guelph Health Unit,2020-03-01,0
Wellington-Dufferin-Guelph Health Unit,2020-03-02,0
Wellington-Dufferin-Guelph Health Unit,2020-03-03,0
Wellington-Dufferin-Guelph Health Unit,2020-03-04,0
Wellington-Dufferin-Guelph Health Unit,2020-03-05,0
Wellington-Dufferin-Guelph Health Unit,2020-03-06,0
Wellington-Dufferin-Guelph Health Unit,2020-03-07,0
Wellington-Dufferin-Guelph Health Unit,2020-03-08,0
Wellington-Dufferin-Guelph Health Unit,2020-03-09,0
Wellington-Dufferin-Guelph Health Unit,2020-03-10,0
Wellington-Dufferin-Guelph Health Unit,2020-03-11,0
Wellington-Dufferin-Guelph Health Unit,2020-03-12,0
Wellington-Dufferin-Guelph Health Unit,2020-03-13,0
Wellington-Dufferin-Guelph Health Unit,2020-03-14,0
Wellington-Dufferin-Guelph Health Unit,2020-03-15,0
Wellington-Dufferin-Guelph Health Unit,2020-03-16,1
Wellington-Dufferin-Guelph Health Unit,2020-03-17,0
Wellington-Dufferin-Guelph Health Unit,2020-03-18,0
Wellington-Dufferin-Guelph Health Unit,2020-03-19,0
Wellington-Dufferin-Guelph Health Unit,2020-03-20,0
Wellington-Dufferin-Guelph Health Unit,2020-03-21,0
Wellington-Dufferin-Guelph Health Unit,2020-03-22,0
Wellington-Dufferin-Guelph Health Unit,2020-03-23,1
Wellington-Dufferin-Guelph Health Unit,2020-03-24,1
Wellington-Dufferin-Guelph Health Unit,2020-03-25,1
Wellington-Dufferin-Guelph Health Unit,2020-03-26,0
Wellington-Dufferin-Guelph Health Unit,2020-03-27,0
Wellington-Dufferin-Guelph Health Unit,2020-03-28,0
Wellington-Dufferin-Guelph Health Unit,2020-03-29,0
Wellington-Dufferin-Guelph Health Unit,2020-03-30,0
Wellington-Dufferin-Guelph Health Unit,2020-03-31,9
Wellington-Dufferin-Guelph Health Unit,2020-04-01,35
Wellington-Dufferin-Guelph Health Unit,2020-04-02,3
Wellington-Dufferin-Guelph Health Unit,2020-04-03,16
Wellington-Dufferin-Guelph Health Unit,2020-04-04,0
Wellington-Dufferin-Guelph Health Unit,2020-04-05,0
Wellington-Dufferin-Guelph Health Unit,2020-04-06,33
Wellington-Dufferin-Guelph Health Unit,2020-04-07,13
Wellington-Dufferin-Guelph Health Unit,2020-04-08,9
Wellington-Dufferin-Guelph Health Unit,2020-04-09,5
Wellington-Dufferin-Guelph Health Unit,2020-04-10,5
Wellington-Dufferin-Guelph Health Unit,2020-04-11,1
Wellington-Dufferin-Guelph Health Unit,2020-04-12,0
Wellington-Dufferin-Guelph Health Unit,2020-04-13,22
Wellington-Dufferin-Guelph Health Unit,2020-04-14,3
Wellington-Dufferin-Guelph Health Unit,2020-04-15,4
Wellington-Dufferin-Guelph Health Unit,2020-04-16,7
Wellington-Dufferin-Guelph Health Unit,2020-04-17,19
Wellington-Dufferin-Guelph Health Unit,2020-04-18,4
Wellington-Dufferin-Guelph Health Unit,2020-04-19,0
Wellington-Dufferin-Guelph Health Unit,2020-04-20,0
Wellington-Dufferin-Guelph Health Unit,2020-04-21,7
Wellington-Dufferin-Guelph Health Unit,2020-04-22,2
Wellington-Dufferin-Guelph Health Unit,2020-04-23,18
Wellington-Dufferin-Guelph Health Unit,2020-04-24,11
Wellington-Dufferin-Guelph Health Unit,2020-04-25,9
Wellington-Dufferin-Guelph Health Unit,2020-04-26,9
Wellington-Dufferin-Guelph Health Unit,2020-04-27,9
Wellington-Dufferin-Guelph Health Unit,2020-04-28,13
Wellington-Dufferin-Guelph Health Unit,2020-04-29,1
Wellington-Dufferin-Guelph Health Unit,2020-04-30,3
Wellington-Dufferin-Guelph Health Unit,2020-05-01,7
Wellington-Dufferin-Guelph Health Unit,2020-05-02,18
Wellington-Dufferin-Guelph Health Unit,2020-05-03,5
Hastings and Prince Edward Counties Health Unit,2020-02-29,0
Hastings and Prince Edward Counties Health Unit,2020-03-01,0
Hastings and Prince Edward Counties Health Unit,2020-03-02,0
Hastings and Prince Edward Counties Health Unit,2020-03-03,0
Hastings and Prince Edward Counties Health Unit,2020-03-04,0
Hastings and Prince Edward Counties Health Unit,2020-03-05,0
Hastings and Prince Edward Counties Health Unit,2020-03-06,0
Hastings and Prince Edward Counties Health Unit,2020-03-07,0
Hastings and Prince Edward Counties Health Unit,2020-03-08,0
Hastings and Prince Edward Counties Health Unit,2020-03-09,0
Hastings and Prince Edward Counties Health Unit,2020-03-10,0
Hastings and Prince Edward Counties Health Unit,2020-03-11,0
Hastings and Prince Edward Counties Health Unit,2020-03-12,0
Hastings and Prince Edward Counties Health Unit,2020-03-13,0
Hastings and Prince Edward Counties Health Unit,2020-03-14,0
Hastings and Prince Edward Counties Health Unit,2020-03-15,0
Hastings and Prince Edward Counties Health Unit,2020-03-16,0
Hastings and Prince Edward Counties Health Unit,2020-03-17,0
Hastings and Prince Edward Counties Health Unit,2020-03-18,0
Hastings and Prince Edward Counties Health Unit,2020-03-19,0
Hastings and Prince Edward Counties Health Unit,2020-03-20,1
Hastings and Prince Edward Counties Health Unit,2020-03-21,1
Hastings and Prince Edward Counties Health Unit,2020-03-22,0
Hastings and Prince Edward Counties Health Unit,2020-03-23,1
Hastings and Prince Edward Counties Health Unit,2020-03-24,0
Hastings and Prince Edward Counties Health Unit,2020-03-25,2
Hastings and Prince Edward Counties Health Unit,2020-03-26,1
Hastings and Prince Edward Counties Health Unit,2020-03-27,0
Hastings and Prince Edward Counties Health Unit,2020-03-28,1
Hastings and Prince Edward Counties Health Unit,2020-03-29,0
Hastings and Prince Edward Counties Health Unit,2020-03-30,1
Hastings and Prince Edward Counties Health Unit,2020-03-31,0
Hastings and Prince Edward Counties Health Unit,2020-04-01,5
Hastings and Prince Edward Counties Health Unit,2020-04-02,3
Hastings and Prince Edward Counties Health Unit,2020-04-03,1
Hastings and Prince Edward Counties Health Unit,2020-04-04,1
Hastings and Prince Edward Counties Health Unit,2020-04-05,2
Hastings and Prince Edward Counties Health Unit,2020-04-06,1
Hastings and Prince Edward Counties Health Unit,2020-04-07,3
Hastings and Prince Edward Counties Health Unit,2020-04-08,1
Hastings and Prince Edward Counties Health Unit,2020-04-09,0
Hastings and Prince Edward Counties Health Unit,2020-04-10,0
Hastings and Prince Edward Counties Health Unit,2020-04-11,0
Hastings and Prince Edward Counties Health Unit,2020-04-12,1
Hastings and Prince Edward Counties Health Unit,2020-04-13,0
Hastings and Prince Edward Counties Health Unit,2020-04-14,0
Hastings and Prince Edward Counties Health Unit,2020-04-15,1
Hastings and Prince Edward Counties Health Unit,2020-04-16,0
Hastings and Prince Edward Counties Health Unit,2020-04-17,1
Hastings and Prince Edward Counties Health Unit,2020-04-18,2
Hastings and Prince Edward Counties Health Unit,2020-04-19,1
Hastings and Prince Edward Counties Health Unit,2020-04-20,2
Hastings and Prince Edward Counties Health Unit,2020-04-21,1
Hastings and Prince Edward Counties Health Unit,2020-04-22,2
Hastings and Prince Edward Counties Health Unit,2020-04-23,0
Hastings and Prince Edward Counties Health Unit,2020-04-24,1
Hastings and Prince Edward Counties Health Unit,2020-04-25,1
Hastings and Prince Edward Counties Health Unit,2020-04-26,0
Hastings and Prince Edward Counties Health Unit,2020-04-27,0
Hastings and Prince Edward Counties Health Unit,2020-04-28,1
Hastings and Prince Edward Counties Health Unit,2020-04-29,0
Hastings and Prince Edward Counties Health Unit,2020-04-30,2
Hastings and Prince Edward Counties Health Unit,2020-05-01,0
Hastings and Prince Edward Counties Health Unit,2020-05-02,1
Hastings and Prince Edward Counties Health Unit,2020-05-03,1
Haldimand-Norfolk Health Unit,2020-02-29,0
Haldimand-Norfolk Health Unit,2020-03-01,0
Haldimand-Norfolk Health Unit,2020-03-02,0
Haldimand-Norfolk Health Unit,2020-03-03,0
Haldimand-Norfolk Health Unit,2020-03-04,0
Haldimand-Norfolk Health Unit,2020-03-05,0
Haldimand-Norfolk Health Unit,2020-03-06,0
Haldimand-Norfolk Health Unit,2020-03-07,0
Haldimand-Norfolk Health Unit,2020-03-08,0
Haldimand-Norfolk Health Unit,2020-03-09,0
Haldimand-Norfolk Health Unit,2020-03-10,0
Haldimand-Norfolk Health Unit,2020-03-11,0
Haldimand-Norfolk Health Unit,2020-03-12,0
Haldimand-Norfolk Health Unit,2020-03-13,0
Haldimand-Norfolk Health Unit,2020-03-14,0
Haldimand-Norfolk Health Unit,2020-03-15,0
Haldimand-Norfolk Health Unit,2020-03-16,0
Haldimand-Norfolk Health Unit,2020-03-17,0
Haldimand-Norfolk Health Unit,2020-03-18,0
Haldimand-Norfolk Health Unit,2020-03-19,0
Haldimand-Norfolk Health Unit,2020-03-20,0
Haldimand-Norfolk Health Unit,2020-03-21,0
Haldimand-Norfolk Health Unit,2020-03-22,0
Haldimand-Norfolk Health Unit,2020-03-23,0
Haldimand-Norfolk Health Unit,2020-03-24,0
Haldimand-Norfolk Health Unit,2020-03-25,0
Haldimand-Norfolk Health Unit,2020-03-26,1
Haldimand-Norfolk Health Unit,2020-03-27,4
Haldimand-Norfolk Health Unit,2020-03-28,0
Haldimand-Norfolk Health Unit,2020-03-29,0
Haldimand-Norfolk Health Unit,2020-03-30,18
Haldimand-Norfolk Health Unit,2020-03-31,0
Haldimand-Norfolk Health Unit,2020-04-01,4
Haldimand-Norfolk Health Unit,2020-04-02,7
Haldimand-Norfolk Health Unit,2020-04-03,9
Haldimand-Norfolk Health Unit,2020-04-04,15
Haldimand-Norfolk Health Unit,2020-04-05,3
Haldimand-Norfolk Health Unit,2020-04-06,20
Haldimand-Norfolk Health Unit,2020-04-07,28
Haldimand-Norfolk Health Unit,2020-04-08,1
Haldimand-Norfolk Health Unit,2020-04-09,9
Haldimand-Norfolk Health Unit,2020-04-10,4
Haldimand-Norfolk Health Unit,2020-04-11,4
Haldimand-Norfolk Health Unit,2020-04-12,4
Haldimand-Norfolk Health Unit,2020-04-13,13
Haldimand-Norfolk Health Unit,2020-04-14,0
Haldimand-Norfolk Health Unit,2020-04-15,7
Haldimand-Norfolk Health Unit,2020-04-16,1
Haldimand-Norfolk Health Unit,2020-04-17,3
Haldimand-Norfolk Health Unit,2020-04-18,2
Haldimand-Norfolk Health Unit,2020-04-19,1
Haldimand-Norfolk Health Unit,2020-04-20,5
Haldimand-Norfolk Health Unit,2020-04-21,3
Haldimand-Norfolk Health Unit,2020-04-22,1
Haldimand-Norfolk Health Unit,2020-04-23,6
Haldimand-Norfolk Health Unit,2020-04-24,1
Haldimand-Norfolk Health Unit,2020-04-25,3
Haldimand-Norfolk Health Unit,2020-04-26,4
Haldimand-Norfolk Health Unit,2020-04-27,2
Haldimand-Norfolk Health Unit,2020-04-28,5
Haldimand-Norfolk Health Unit,2020-04-29,2
Haldimand-Norfolk Health Unit,2020-04-30,1
Haldimand-Norfolk Health Unit,2020-05-01,3
Haldimand-Norfolk Health Unit,2020-05-02,2
Haldimand-Norfolk Health Unit,2020-05-03,0
Brant County Health Unit,2020-02-29,0
Brant County Health Unit,2020-03-01,0
Brant County Health Unit,2020-03-02,0
Brant County Health Unit,2020-03-03,0
Brant County Health Unit,2020-03-04,0
Brant County Health Unit,2020-03-05,0
Brant County Health Unit,2020-03-06,0
Brant County Health Unit,2020-03-07,0
Brant County Health Unit,2020-03-08,0
Brant County Health Unit,2020-03-09,0
Brant County Health Unit,2020-03-10,0
Brant County Health Unit,2020-03-11,0
Brant County Health Unit,2020-03-12,0
Brant County Health Unit,2020-03-13,0
Brant County Health Unit,2020-03-14,0
Brant County Health Unit,2020-03-15,0
Brant County Health Unit,2020-03-16,0
Brant County Health Unit,2020-03-17,0
Brant County Health Unit,2020-03-18,1
Brant County Health Unit,2020-03-19,0
Brant County Health Unit,2020-03-20,0
Brant County Health Unit,2020-03-21,0
Brant County Health Unit,2020-03-22,0
Brant County Health Unit,2020-03-23,0
Brant County Health Unit,2020-03-24,2
Brant County Health Unit,2020-03-25,0
Brant County Health Unit,2020-03-26,0
Brant County Health Unit,2020-03-27,0
Brant County Health Unit,2020-03-28,0
Brant County Health Unit,2020-03-29,0
Brant County Health Unit,2020-03-30,8
Brant County Health Unit,2020-03-31,0
Brant County Health Unit,2020-04-01,6
Brant County Health Unit,2020-04-02,12
Brant County Health Unit,2020-04-03,6
Brant County Health Unit,2020-04-04,7
Brant County Health Unit,2020-04-05,4
Brant County Health Unit,2020-04-06,0
Brant County Health Unit,2020-04-07,1
Brant County Health Unit,2020-04-08,1
Brant County Health Unit,2020-04-09,6
Brant County Health Unit,2020-04-10,6
Brant County Health Unit,2020-04-11,1
Brant County Health Unit,2020-04-12,2
Brant County Health Unit,2020-04-13,1
Brant County Health Unit,2020-04-14,3
Brant County Health Unit,2020-04-15,1
Brant County Health Unit,2020-04-16,0
Brant County Health Unit,2020-04-17,0
Brant County Health Unit,2020-04-18,4
Brant County Health Unit,2020-04-19,2
Brant County Health Unit,2020-04-20,1
Brant County Health Unit,2020-04-21,3
Brant County Health Unit,2020-04-22,0
Brant County Health Unit,2020-04-23,0
Brant County Health Unit,2020-04-24,6
Brant County Health Unit,2020-04-25,2
Brant County Health Unit,2020-04-26,1
Brant County Health Unit,2020-04-27,3
Brant County Health Unit,2020-04-28,2
Brant County Health Unit,2020-04-29,1
Brant County Health Unit,2020-04-30,2
Brant County Health Unit,2020-05-01,1
Brant County Health Unit,2020-05-02,2
Brant County Health Unit,2020-05-03,1
Renfrew County and District Health Unit,2020-02-29,0
Renfrew County and District Health Unit,2020-03-01,0
Renfrew County and District Health Unit,2020-03-02,0
Renfrew County and District Health Unit,2020-03-03,0
Renfrew County and District Health Unit,2020-03-04,0
Renfrew County and District Health Unit,2020-03-05,0
Renfrew County and District Health Unit,2020-03-06,0
Renfrew County and District Health Unit,2020-03-07,0
Renfrew County and District Health Unit,2020-03-08,0
Renfrew County and District Health Unit,2020-03-09,0
Renfrew County and District Health Unit,2020-03-10,0
Renfrew County and District Health Unit,2020-03-11,0
Renfrew County and District Health Unit,2020-03-12,0
Renfrew County and District Health Unit,2020-03-13,0
Renfrew County and District Health Unit,2020-03-14,0
Renfrew County and District Health Unit,2020-03-15,0
Renfrew County and District Health Unit,2020-03-16,0
Renfrew County and District Health Unit,2020-03-17,0
Renfrew County and District Health Unit,2020-03-18,0
Renfrew County and District Health Unit,2020-03-19,0
Renfrew County and District Health Unit,2020-03-20,0
Renfrew County and District Health Unit,2020-03-21,0
Renfrew County and District Health Unit,2020-03-22,0
Renfrew County and District Health Unit,2020-03-23,0
Renfrew County and District Health Unit,2020-03-24,0
Renfrew County and District Health Unit,2020-03-25,0
Renfrew County and District Health Unit,2020-03-26,1
Renfrew County and District Health Unit,2020-03-27,0
Renfrew County and District Health Unit,2020-03-28,0
Renfrew County and District Health Unit,2020-03-29,1
Renfrew County and District Health Unit,2020-03-30,0
Renfrew County and District Health Unit,2020-03-31,5
Renfrew County and District Health Unit,2020-04-01,0
Renfrew County and District Health Unit,2020-04-02,0
Renfrew County and District Health Unit,2020-04-03,0
Renfrew County and District Health Unit,2020-04-04,0
Renfrew County and District Health Unit,2020-04-05,0
Renfrew County and District Health Unit,2020-04-06,2
Renfrew County and District Health Unit,2020-04-07,1
Renfrew County and District Health Unit,2020-04-08,2
Renfrew County and District Health Unit,2020-04-09,0
Renfrew County and District Health Unit,2020-04-10,1
Renfrew County and District Health Unit,2020-04-11,1
Renfrew County and District Health Unit,2020-04-12,0
Renfrew County and District Health Unit,2020-04-13,0
Renfrew County and District Health Unit,2020-04-14,0
Renfrew County and District Health Unit,2020-04-15,0
Renfrew County and District Health Unit,2020-04-16,0
Renfrew County and District Health Unit,2020-04-17,0
Renfrew County and District Health Unit,2020-04-18,0
Renfrew County and District Health Unit,2020-04-19,0
Renfrew County and District Health Unit,2020-04-20,0
Renfrew County and District Health Unit,2020-04-21,0
Renfrew County and District Health Unit,2020-04-22,0
Renfrew County and District Health Unit,2020-04-23,0
Renfrew County and District Health Unit,2020-04-24,0
Renfrew County and District Health Unit,2020-04-25,0
Renfrew County and District Health Unit,2020-04-26,1
Renfrew County and District Health Unit,2020-04-27,0
Renfrew County and District Health Unit,2020-04-28,0
Renfrew County and District Health Unit,2020-04-29,0
Renfrew County and District Health Unit,2020-04-30,1
Renfrew County and District Health Unit,2020-05-01,0
Renfrew County and District Health Unit,2020-05-02,0
Renfrew County and District Health Unit,2020-05-03,0
Timiskaming Health Unit,2020-02-29,0
Timiskaming Health Unit,2020-03-01,0
Timiskaming Health Unit,2020-03-02,0
Timiskaming Health Unit,2020-03-03,0
Timiskaming Health Unit,2020-03-04,0
Timiskaming Health Unit,2020-03-05,0
Timiskaming Health Unit,2020-03-06,0
Timiskaming Health Unit,2020-03-07,0
Timiskaming Health Unit,2020-03-08,0
Timiskaming Health Unit,2020-03-09,0
Timiskaming Health Unit,2020-03-10,0
Timiskaming Health Unit,2020-03-11,0
Timiskaming Health Unit,2020-03-12,0
Timiskaming Health Unit,2020-03-13,0
Timiskaming Health Unit,2020-03-14,0
Timiskaming Health Unit,2020-03-15,0
Timiskaming Health Unit,2020-03-16,0
Timiskaming Health Unit,2020-03-17,0
Timiskaming Health Unit,2020-03-18,0
Timiskaming Health Unit,2020-03-19,0
Timiskaming Health Unit,2020-03-20,0
Timiskaming Health Unit,2020-03-21,0
Timiskaming Health Unit,2020-03-22,0
Timiskaming Health Unit,2020-03-23,0
Timiskaming Health Unit,2020-03-24,0
Timiskaming Health Unit,2020-03-25,1
Timiskaming Health Unit,2020-03-26,0
Timiskaming Health Unit,2020-03-27,0
Timiskaming Health Unit,2020-03-28,0
Timiskaming Health Unit,2020-03-29,0
Timiskaming Health Unit,2020-03-30,1
Timiskaming Health Unit,2020-03-31,0
Timiskaming Health Unit,2020-04-01,0
Timiskaming Health Unit,2020-04-02,1
Timiskaming Health Unit,2020-04-03,0
Timiskaming Health Unit,2020-04-04,2
Timiskaming Health Unit,2020-04-05,0
Timiskaming Health Unit,2020-04-06,0
Timiskaming Health Unit,2020-04-07,0
Timiskaming Health Unit,2020-04-08,2
Timiskaming Health Unit,2020-04-09,0
Timiskaming Health Unit,2020-04-10,0
Timiskaming Health Unit,2020-04-11,0
Timiskaming Health Unit,2020-04-12,2
Timiskaming Health Unit,2020-04-13,1
Timiskaming Health Unit,2020-04-14,0
Timiskaming Health Unit,2020-04-15,0
Timiskaming Health Unit,2020-04-16,0
Timiskaming Health Unit,2020-04-17,0
Timiskaming Health Unit,2020-04-18,1
Timiskaming Health Unit,2020-04-19,1
Timiskaming Health Unit,2020-04-20,0
Timiskaming Health Unit,2020-04-21,0
Timiskaming Health Unit,2020-04-22,0
Timiskaming Health Unit,2020-04-23,0
Timiskaming Health Unit,2020-04-24,0
Timiskaming Health Unit,2020-04-25,0
Timiskaming Health Unit,2020-04-26,0
Timiskaming Health Unit,2020-04-27,0
Timiskaming Health Unit,2020-04-28,0
Timiskaming Health Unit,2020-04-29,0
Timiskaming Health Unit,2020-04-30,6
Timiskaming Health Unit,2020-05-01,0
Timiskaming Health Unit,2020-05-02,0
Timiskaming Health Unit,2020-05-03,0
Ontario,2020-03-02,18
Ontario,2020-03-03,20
Ontario,2020-03-04,20
Ontario,2020-03-05,22
Ontario,2020-03-06,26
Ontario,2020-03-07,28
Ontario,2020-03-08,29
Ontario,2020-03-09,35
Ontario,2020-03-10,36
Ontario,2020-03-11,42
Ontario,2020-03-12,59
Ontario,2020-03-13,79
Ontario,2020-03-14,103
Ontario,2020-03-15,145
Ontario,2020-03-16,177
Ontario,2020-03-17,189
Ontario,2020-03-18,214
Ontario,2020-03-19,258
Ontario,2020-03-20,318
Ontario,2020-03-21,377
Ontario,2020-03-22,425
Ontario,2020-03-23,503
Ontario,2020-03-24,588
Ontario,2020-03-25,688
Ontario,2020-03-26,858
Ontario,2020-03-27,993
Ontario,2020-03-28,1144
Ontario,2020-03-29,1355
Ontario,2020-03-30,1706
Ontario,2020-03-31,1966
Ontario,2020-04-01,2392
Ontario,2020-04-02,2793
Ontario,2020-04-03,3255
Ontario,2020-04-04,3630
Ontario,2020-04-05,4038
Ontario,2020-04-06,4347
Ontario,2020-04-07,4726
Ontario,2020-04-08,5276
Ontario,2020-04-09,5759
Ontario,2020-04-10,6237
Ontario,2020-04-11,6648
Ontario,2020-04-12,7049
Ontario,2020-04-13,7470
Ontario,2020-04-14,7953
Ontario,2020-04-15,8447
Ontario,2020-04-16,8961
Ontario,2020-04-17,9525
Ontario,2020-04-18,10010
Ontario,2020-04-19,10578
Ontario,2020-04-20,11184
Ontario,2020-04-21,11735
Ontario,2020-04-22,12245
Ontario,2020-04-23,12879
Ontario,2020-04-24,13519
Ontario,2020-04-25,13995
Ontario,2020-04-26,14432
Ontario,2020-04-27,14856
Ontario,2020-04-28,15381
Ontario,2020-04-29,15728
Ontario,2020-04-30,16187
Ontario,2020-05-01,16608
Ontario,2020-05-02,17119
Ontario,2020-05-03,17553
Ontario,2020-05-04,17923
